"Product Line","SFDALicense:ProductCNname","SFDALicense:Product EN name","SFDALicense: First Approved Date","Abbr.","REF","SMN","EAN/UPC(DI)","最小销售单元中使用单元的数量","Unit of Use Device Identifier","Package","SFDALicense","Approved Date","Effective Date","SFDALicense:ExpiredDate","SFDALicense:Chinese name of Certificate Holder","SFDALicense:English name of Certificate Holder","SFDALicense:Certificate Holder","SFDALicense:Holder's Address","SFDALicense:Holder's Address2","manufacture's Address","Manufacturer city","IFU valid from Date","IFU valid to Date","CN IFU IssuedDate","Label valid from Date","Label valid to Date","CN Label IssuedDate","Reviewer","ReviewDate","EN IFU Version","EXP(Month)","RA Check Status","CER History (FY-TYPE-Class-CER)","Status","SFDALicense:产品类别(设备/耗材)","SFDALicense:器械类别(器械/体外诊断)","SFDALicense:代理人住所","SFDALicense:代理人名称","SFDALicense:IVD注册申请表分类","SFDALicense:备注(注册证备注信息)","SFDALicense: Abbreviation","SFDALicense:生产标识是否包含失效日期","SFDALicense:生产标识是否包含序列号","SFDALicense:生产标识是否包含批号","SFDALicense:生产标识是否包含生产日期","UDI Database Add/Updated","RA Owner","Released IFU Date","Change EN VS CN","Released IFU no.","Released Label No.","Released Label Date","UDI Database Description","Change Description","ID","Modified","Modified By","BU","License"
"Centaur","超敏肌钙蛋白I测定试剂盒(直接化学发光免疫分析法)","TnI-Ultra","2007-05-23","TnI-Ultra","02789602","10317708","00630414516219","1",,"100测试/盒","国械注进20172401315","2021-10-28","2022-05-08","2027-05-07","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2022-05-08","2027-05-07","2022-04-14","2022-05-08","2027-05-07","2022-04-14","Wang Qing","2021-12-03","CP:10629999_EN Rev. H, 2011-04; XP:10629900_EN Rev. J, 2011-04","10",,"2017_Renewal_II_国械注进20172401315","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-001用于蛋白质检测的试剂"," ","TnI-Ultra","是","否","是","否",,,"2022-04-14",,"10317708_02789602(CP)_SHD_20220508_CNA / 10317708_02789602(XP/XPT)_SHD_20220508_CNA","10317708_02789602_SHD_20220508_CNB","2022-04-14",,,"5305","2023-02-13 15:48","TANG, XU","CAI","国械注进20172401315"
"Centaur","前列腺特异性抗原校准品","Calibrator Q","2011-01-30","Calibrator Q","02484801(118220)","10310295","00630414202938","1",,"低值校准品:2×2mL/瓶(复溶后),高值校准品:2×2mL/瓶(复溶后)(ADVIA Centaur系列)","国械注进20173401789","2021-11-26","2022-06-26","2027-06-25","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2022-06-26","2027-06-25","2022-05-16","2022-06-26","2027-06-25","2022-05-16","Wang Qing","2021-12-27","10468796 Rev. A, 2008-07","12",,"2017_Renewal_III_国械注进20173401789
2018_Change_III_国械注进20173401789
2019_Change_III_国械注进20173401789","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司"," "," ","Calibrator Q","是","否","是","否",,,"2022-05-16",,"10310295_02484801(118220)_SHD_20220626_CNA","10310295_02484801(118220)_SHD_20220626_CNB","2022-05-16",,,"5277","2023-02-13 15:48","TANG, XU","CAI","国械注进20173401789"
"Centaur","三碘甲状腺原氨酸摄取率测定试剂盒(直接化学发光法)","TUp","2010-03-22","Tup","08184524(110743)","10309966","00630414177120","1",,"50测试/盒(ADVIA Centaur系列)","国械注进20162404646","2021-04-26","2021-04-26","2026-04-25","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-04-26","2026-04-25","2021-05-27","2021-04-26","2026-04-25","2021-05-27","Song Yuan Yuan","2021-05-26","CP: 10630005_EN Rev. E, 2011-03; XP:10629911_EN Rev. H, 2011-03","9",,"2017_Renewal_III_国械注进20162404646
2018_Change_II_国械注进20162404646
2021_Change_II_国械注进20162404646
___国械注进20162404646
_Renewal_II_国械注进20162404646","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-003用于激素检测的试剂"," ","Tup","是","否","是","否",,,"2021-05-27",,"10309966_08184524(110743)(CP)_SHD_20210426_CNA / 10309966_08184524(110743)(XP/XPT)_SHD_20210426_CNA","10309966_08184524(110743)_SHD_20210426_CNB","2021-05-27",,,"5281","2023-02-13 15:48","TANG, XU","CAI","国械注进20162404646"
"Atellica IM","三碘甲状腺原氨酸摄取率测定试剂盒(直接化学发光法)","TUp","2010-03-22","Tup","10995712","10995712","00630414600253","1",,"50测试/盒(Atellica IM系列)","国械注进20162404646","2021-07-08","2021-07-08","2026-04-25","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-07-08","2026-04-25","2021-11-02","2021-07-08","2026-04-25","2021-11-02","Xiao Lu","2021-07-15",,"9",,"2017_Renewal_III_国械注进20162404646
2018_Change_II_国械注进20162404646
2021_Change_II_国械注进20162404646
___国械注进20162404646
_Renewal_II_国械注进20162404646","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-003用于激素检测的试剂"," ","Tup","是","否","是","否",,,"2021-11-02",,"10995712_SHD_20210708_CNA","10995712_SHD_20210708_CNB","2021-11-02",,,"5282","2023-02-13 15:48","TANG, XU","CAI","国械注进20162404646"
"Centaur","游离三碘甲状腺原氨酸测定试剂盒(直接化学发光法)","FT3","2009-12-21","FT3","01131417(119780)","10310317","00630414207520","1",,"50测试/盒(ADVIA Centaur系列)","国械注进20162404233","2021-03-16","2021-03-16","2026-03-15","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-03-16","2026-03-15","2021-04-08","2021-03-16","2026-03-15","2021-04-08","Song Yuan Yuan","2021-04-06","CP:10629961_EN Rev. F, 2014-02; XP:10629863_EN Rev. K, 2014-02","12",,"2016_Renewal_II_国械注进20162404233
2018_Change_II_国械注进20162404233
2021_Renewal_II_国械注进20162404233","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-003用于激素检测的试剂"," ","FT3","是","否","是","否",,,"2021-04-08",,"10310317_01131417(119780)(CP)_SHD_20210316_CNA / 10310317_01131417(119780)(XP/XPT)_SHD_20210316_CNA","10310317_01131417(119780)_SHD_20210316_CNB","2021-04-08",,,"5284","2023-02-13 15:48","TANG, XU","CAI","国械注进20162404233"
"Atellica IM","游离三碘甲状腺原氨酸测定试剂盒(直接化学发光法)","FT3","2009-12-21","FT3","10995585","10995585","00630414599090","1",,"60测试/盒(Atellica IM系列)","国械注进20162404233","2021-03-16","2021-03-16","2026-03-15","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-03-16","2026-03-15","2021-04-08","2021-03-16","2026-03-15","2021-04-08","Song Yuan Yuan","2021-04-06",,"12",,"2016_Renewal_II_国械注进20162404233
2018_Change_II_国械注进20162404233
2021_Renewal_II_国械注进20162404233","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-003用于激素检测的试剂"," ","FT3","是","否","是","否",,,"2021-04-08",,"10995585_SHD_20210316_CNA","10995585_SHD_20210316_CNB","2021-04-08",,,"5286","2023-02-13 15:48","TANG, XU","CAI","国械注进20162404233"
"Centaur","多项校准品","Calibrator C","2005-07-02","Calibrator C","06567787(672182)","10311575","00630414124919","1",,"低值校准品:6×5mL/瓶(复溶后);高值校准品:6×5mL/瓶(复溶后)(ADVIA Centaur系列)","国械注进20162404438","2021-04-14","2021-04-14","2026-04-13","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-04-14","2026-04-13","2021-05-06","2021-04-14","2026-04-13","2021-05-06","Song Yuan Yuan","2021-04-29","10468807 Rev. A, 2008-08","15",,"2016_Renewal_II_国械注进20162404438
2018_Change_II_国械注进20162404438
2021_Renewal_II_国械注进20162404438","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司"," "," ","Calibrator C","是","否","是","否",,,"2021-05-06",,"10311575_06567787(672182)_SHD_20210414_CNA","10311575_06567787(672182)_SHD_20210414_CNB","2021-05-06",,,"5264","2023-02-13 15:48","TANG, XU","CAI","国械注进20162404438"
"Centaur","多项校准品","Calibrator C","2005-07-02","Calibrator C","03439230(672172)","10311568","00630414124780","1",,"低值校准品:2×5mL/瓶(复溶后);高值校准品:2×5mL/瓶(复溶后)(ADVIA Centaur系列)","国械注进20162404438","2021-04-14","2021-04-14","2026-04-13","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-04-14","2026-04-13","2021-05-06","2021-04-14","2026-04-13","2021-05-06","Song Yuan Yuan","2021-04-29","10468807 Rev. A, 2008-08","15",,"2016_Renewal_II_国械注进20162404438
2018_Change_II_国械注进20162404438
2021_Renewal_II_国械注进20162404438","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司"," "," ","Calibrator C","是","否","是","否",,,"2021-05-06",,"10311568_03439230(672172)_SHD_20210414_CNA","10311568_03439230(672172)_SHD_20210414_CNB","2021-05-06",,,"5265","2023-02-13 15:48","TANG, XU","CAI","国械注进20162404438"
"Centaur","复合前列腺特异性抗原校准品","Calibrator Y","2011-01-30","Calibrator Y","02614268(125014)","10310383","00630414451114","1",,"低值校准品:2×2mL/瓶(复溶后);高值校准品:2×2mL/瓶(复溶后)(ADVIA Centaur系列)","国械注进20173401468","2021-10-20","2022-05-24","2027-05-23","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2022-05-24","2027-05-23","2022-04-14","2022-05-24","2027-05-23","2022-04-14","Xiao Lu","2021-11-10","10468808 Rev. A, 2008-07","9",," 
2017_Change_III_国械注进20173401468
_Renewal_III_国械注进20173401468
2019_Change_III_国械注进20173401468","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司"," "," ","Calibrator Y","是","否","是","否",,,"2022-04-14",,"10310383_02614268(125014)_SHD_20220524_CNA","10310383_02614268(125014)_SHD_20220524_CNB","2022-04-14",,,"5270","2023-02-13 15:48","TANG, XU","CAI","国械注进20173401468"
"Centaur","糖抗原125校准品","CA 125II Calibrator","2011-01-30","CA 125 II Cal","09750760(128536)","10310444","00630414461335","1",,"低值校准品:2×2mL/瓶(复溶后),高值校准品:2×2mL/瓶(复溶后)(ADVIA Centaur系列)","国械注进20172401472","2021-08-06","2021-08-06","2026-08-05","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-08-06","2026-08-05","2021-09-03","2021-08-06","2026-08-05","2021-09-03","Wang Yi He","2021-08-26","10468817 Rev. A, 2008-07","21",," 
2017_Renewal_III_国械注进20173400635
2018_Change_III_国械注进20173400635
2017_Renewal_III_国械注进20173401472
2018_Change_III_国械注进20173401472","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司"," "," ","CA 125 II Cal","是","否","是","否",,,"2021-09-03",,"10310444_09750760(128536)_SHD_20210806_CNA","10310444_09750760(128536)_SHD_20210806_CNB","2021-09-03",,,"5272","2023-02-13 15:48","TANG, XU","CAI","国械注进20172401472"
"Centaur","糖抗原15-3校准品","CA 15-3 Calibrator","2011-01-30","CA 15-3 Cal","09311368(128538)","10329796","00630414461359","1",,"低值校准品:2×2mL/瓶(复溶后),高值校准品:2×2mL/瓶(复溶后)(ADVIA Centaur系列)","国械注进20172401471","2021-09-06","2021-09-06","2026-09-05","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-09-06","2026-09-05","2021-09-29","2021-09-06","2026-09-05","2021-09-29","Xiao Lu","2021-09-23","10468800 Rev. A, 2008-07","12",,"2018_Change_II_国械注进20172400634
2017_Renewal_III_国械注进20173401471
2018_Change_III_国械注进20173401471","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司"," "," ","CA 15-3 Cal","是","否","是","否",,,"2021-09-29",,"10329796_09311368(128538)_SHD_20210906_CNA","10329796_09311368(128538)_SHD_20210906_CNB","2021-09-29",,,"5274","2023-02-13 15:48","TANG, XU","CAI","国械注进20172401471"
"Centaur","前列腺特异性抗原校准品","Calibrator Q","2011-01-30","Calibrator Q","04847308(118221)","10310296","00630414202921","1",,"低值校准品:6×2mL/瓶(复溶后),高值校准品:6×2mL/瓶(复溶后)(ADVIA Centaur系列)","国械注进20173401789","2021-11-26","2022-06-26","2027-06-25","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2022-06-26","2027-06-25","2022-05-16","2022-06-26","2027-06-25","2022-05-16","Wang Qing","2021-12-27","10468796 Rev. A, 2008-07","12",,"2017_Renewal_III_国械注进20173401789
2018_Change_III_国械注进20173401789
2019_Change_III_国械注进20173401789","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司"," "," ","Calibrator Q","是","否","是","否",,,"2022-05-16",,"10310296_04847308(118221)_SHD_20220626_CNA","10310296_04847308(118221)_SHD_20220626_CNB","2022-05-16",,,"5276","2023-02-13 15:48","TANG, XU","CAI","国械注进20173401789"
"Centaur","丙戊酸校准品","Calibrator 28","2005-07-02","Calibrator 28","05260521","10322227","00630414527352","1",,"低值校准品:6×5.0mL/瓶(复溶后),高值校准品:6×5.0mL/瓶(复溶后)","国械注进20162405237","2021-07-22","2021-07-22","2026-07-21","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-07-22","2026-07-21","2021-08-24","2021-07-22","2026-07-21","2021-08-24","Wang Qing","2021-08-18","10468813 Rev. A, 2008-07","15",,"2017_Renewal_II_国械注进20162405237","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-008用于药物及药物代谢物检测的试剂","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","Calibrator 28","是","否","是","否",,,"2021-08-24",,"10322227_05260521_SHD_20210722_CNA","10322227_05260521_SHD_20210722_CNB","2021-08-24",,,"5242","2023-02-13 15:48","TANG, XU","CAI","国械注进20162405237"
"Centaur","丙戊酸校准品","Calibrator 28","2005-07-02","Calibrator 28","05259132","10322222","00630414527345","1",,"低值校准品:2×5.0mL/瓶(复溶后),高值校准品:2×5.0mL/瓶(复溶后)","国械注进20162405237","2021-07-22","2021-07-22","2026-07-21","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-07-22","2026-07-21","2021-08-24","2021-07-22","2026-07-21","2021-08-24","Wang Qing","2021-08-18","10468813 Rev. A, 2008-07","15",,"2017_Renewal_II_国械注进20162405237","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-008用于药物及药物代谢物检测的试剂","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","Calibrator 28","是","否","是","否",,,"2021-08-24",,"10322222_05259132_SHD_20210722_CNA","10322222_05259132_SHD_20210722_CNB","2021-08-24",,,"5243","2023-02-13 15:48","TANG, XU","CAI","国械注进20162405237"
"Centaur","铁蛋白测定试剂盒(直接化学发光法)","Ferritin(FER)","2009-12-21","Ferritin","07875728(110745)","10309968","00630414177144","1",,"50测试/盒(ADVIA Centaur系列)","国械注进20162404159","2021-07-22","2021-07-22","2026-03-14","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-07-22","2026-03-14","2021-10-22","2021-07-22","2026-03-14","2021-10-22","Xiao Lu","2021-10-18","CP:10629957_EN Rev. E, 2011-06; XP:10629858_EN Rev. M, 2011-07","11",,"0","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-001用于蛋白质检测的试剂"," ","Ferritin","是","否","是","否",,,"2021-10-22",,"10309968_07875728 (110745)(CP)_SHD_20210722_CNA / 10309968_07875728 (110745)(XP/XPT)_SHD_20210722_CNA","10309968_07875728 (110745)_SHD_20210722_CNB","2021-10-22",,,"5245","2023-02-13 15:48","TANG, XU","CAI","国械注进20162404159"
"Atellica IM","铁蛋白测定试剂盒(直接化学发光法)","Ferritin(FER)","2009-12-21","Ferritin","10995569","10995569","00630414598932","1",,"90测试/盒(Atellica IM系列)","国械注进20162404159","2021-07-22","2021-07-22","2026-03-14","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-07-22","2026-03-14","2021-10-22","2021-07-22","2026-03-14","2021-10-22","Xiao Lu","2021-10-18",,"11",,"0","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-001用于蛋白质检测的试剂"," ","Ferritin","是","否","是","否",,,"2021-10-22",,"10995569_SHD_20210722_CNA","10995569_SHD_20210722_CNB","2021-10-22",,,"5247","2023-02-13 15:48","TANG, XU","CAI","国械注进20162404159"
"Centaur","庆大霉素校准液","Gentamicin Calibrator","2011-01-26","Gentamicin Calibrator","05226870","10322161","00630414527291","1",,"低值校准液:6×2.0mL/瓶(复溶后),高值校准液:6×2.0mL/瓶(复溶后)","国械注进20162405230","2021-07-06","2021-07-06","2026-07-05","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-07-06","2026-07-05","2021-08-03","2021-07-06","2026-07-05","2021-08-03","Wang Qing","2021-08-03","10468845 Rev. A, 2008-07","20",,"2017_Renewal_II_国械注进20162405230
2021_Renewal_II_国械注进20162405230","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-008用于药物及药物代谢物检测的试剂"," ","Gentamicin Calibrator","是","否","是","否",,,"2021-08-03",,"10322161_05226870_SHD_20210706_CNA","10322161_05226870_SHD_20210706_CNB","2021-08-03",,,"5248","2023-02-13 15:48","TANG, XU","CAI","国械注进20162405230"
"Centaur","庆大霉素校准液","Gentamicin Calibrator","2011-01-26","Gentamicin Calibrator","05226110","10322159","00630414527284","1",,"低值校准液:2×2.0mL/瓶(复溶后),高值校准液:2×2.0mL/瓶(复溶后)","国械注进20162405230","2021-07-06","2021-07-06","2026-07-05","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-07-06","2026-07-05","2021-08-03","2021-07-06","2026-07-05","2021-08-03","Wang Qing","2021-08-03","10468845 Rev. A, 2008-07","20",,"2017_Renewal_II_国械注进20162405230
2021_Renewal_II_国械注进20162405230","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-008用于药物及药物代谢物检测的试剂"," ","Gentamicin Calibrator","是","否","是","否",,,"2021-08-03",,"10322159_05226110_SHD_20210706_CNA","10322159_05226110_SHD_20210706_CNB","2021-08-03",,,"5249","2023-02-13 15:48","TANG, XU","CAI","国械注进20162405230"
"Centaur","万古霉素校准液","Vancomycin Calibrator","2005-07-02","Vancomycin Cal","09763528(570062)","10330624","00630414121451","1",,"低值校准液:6×2.0mL/瓶(复溶后),高值校准液:6×2.0mL/瓶(复溶后)","国械注进20162405248","2021-07-06","2021-07-06","2026-07-05","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-07-06","2026-07-05","2021-08-03","2021-07-06","2026-07-05","2021-08-03","Wang Qing","2021-08-03","10468822 Rev. A, 2008-07","18",,"2017_Renewal_II_国械注进20162405237
2021_Renewal_II_国械注进20162405237             
2017_Renewal_II_国械注进20162405248
2021_Renewal_II_国械注进20162405248","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-008用于药物及药物代谢物检测的试剂"," ","Vancomycin Cal","是","否","是","否",,,"2021-08-03",,"10330624_09763528(570062)_SHD_20210706_CNA","10330624_09763528(570062)_SHD_20210706_CNB","2021-08-03",,,"5250","2023-02-13 15:48","TANG, XU","CAI","国械注进20162405248"
"Centaur","万古霉素校准液","Vancomycin Calibrator","2005-07-02","Vancomycin Cal","02526032(570061)","10311377","00630414121444","1",,"低值校准液:2×2.0mL/瓶(复溶后),高值校准液:2×2.0mL/瓶(复溶后)","国械注进20162405248","2021-07-06","2021-07-06","2026-07-05","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-07-06","2026-07-05","2021-08-03","2021-07-06","2026-07-05","2021-08-03","Wang Qing","2021-08-03","10468822 Rev. A, 2008-07","18",,"2017_Renewal_II_国械注进20162405237
2021_Renewal_II_国械注进20162405237             
2017_Renewal_II_国械注进20162405248
2021_Renewal_II_国械注进20162405248","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-008用于药物及药物代谢物检测的试剂"," ","Vancomycin Cal","是","否","是","否",,,"2021-08-03",,"10311377_02526032(570061)_SHD_20210706_CNA","10311377_02526032(570061)_SHD_20210706_CNB","2021-08-03",,,"5251","2023-02-13 15:48","TANG, XU","CAI","国械注进20162405248"
"Centaur","庆大霉素测定试剂盒(直接化学发光法)","Gentamicin(GENT)","2005-05-24","Gentamicin","05223979","10322154","00630414527277","1",,"50测试/盒","国械注进20162405284","2021-07-22","2021-07-22","2026-07-21","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-07-22","2026-07-21","2021-09-03","2021-07-22","2026-07-21","2021-09-03","Wang Yi He","2021-08-26","XP:10629848_EN Rev. E, 2011-07; CP:10629963_EN Rev. D, 2011-07","14",," 
2017_Renewal_II_国械注进20162405284","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-008用于药物及药物代谢物检测的试剂","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","Gentamicin","是","否","是","否",,,"2021-09-03",,"10322154_05223979(CP)_SHD_20210722_CNA / 10322154_05223979(XP/XPT)_SHD_20210722_CNA","10322154_05223979_SHD_20210722_CNB","2021-09-03",,,"5226","2023-02-13 15:48","TANG, XU","CAI","国械注进20162405284"
"Centaur","茶碱校准品","Calibrator 27","2005-07-02","Calibrator 27","08501406(128304)","10310432","00630414460918","1",,"低值校准品:2×5.0mL/瓶(复溶后),高值校准品:2×5.0mL/瓶(复溶后)","国械注进20172400074","2021-07-12","2021-07-12","2026-07-11","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-07-12","2026-07-11","2021-08-03","2021-07-12","2026-07-11","2021-08-03","Wang Qing","2021-08-03","10468797 Rev. A, 2008-07","16",,"2017_Renewal_II_国械注进20172400074
2021_Renewal_II_国械注进20172400074","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-008用于药物及药物代谢物检测的试剂","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","Calibrator 27","是","否","是","否",,,"2021-08-03",,"10310432_08501406(128304)_SHD_20210712_CNA","10310432_08501406(128304)_SHD_20210712_CNB","2021-08-03",,,"5227","2023-02-13 15:48","TANG, XU","CAI","国械注进20172400074"
