"ID","SFDALicense","SMN","First Approve Date","Approved Date","ExpiredDate","ProductType","BU","Class","Product line","ProductCNname","Product EN name","CurrentState","Chinese name of Certificate Holder","English name of Certificate Holder","Certificate Holder","Holder's Address","Holder's Address (City)","产品类别(设备/耗材)","器械类别(器械/体外诊断)","主要组成成分","预期用途","代理人名称","代理人住所","器械目录分类","器械目录分类: 编码","IVD注册申请表分类","生产标识是否包含批号","生产标识是否包含序列号","体外诊断试剂产品分类(类别)","体外诊断试剂产品分类（名称）","生产标识是否包含生产日期","生产标识是否包含失效日期","备注(注册证备注信息)","ChangeHistory","ALLSMN","ALLSMN:Effective Date","ALLSMN:ApprovedDate","ALLSMN: Reviewer","Abbreviation","Reviewer","RA Owner","Created","Modified","Storage Condition","编辑次数","PM No.","PM No.: Product Abbreviation","ExpRenewIn2Years","Modified By","CER_Link Material List","Title","Title","TriggerApproval"
"7622","国械注进20193402285","10380996;10380986;","2014-09-30","2024-12-05","2029-07-28","Reagent","CAI","3","[""Immulite 2000""]","前列腺特异性抗原测定试剂盒(化学发光法)","IMMULITE 2000 PSA","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","前列腺特异性抗原包被珠（L2PS12）、前列腺特异性抗原试剂楔（L2PSA2）、前列腺特异性抗原校正品（LPSL，LPSH）。（具体内容详见产品说明书）。","本产品用于体外定量测定人血清中的前列腺特异性抗原（PSA），主要用于对恶性肿瘤患者进行动态监测以辅助判断疾病进程或治疗效果，不能作为恶性肿瘤早期诊断或确诊的依据，不用于普通人群的肿瘤筛查。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA"," ","是","否","07 Ⅲ-7 与肿瘤标志物检测相关的试剂","6840-192 前列腺酸性磷酸酶（PACP）检测试剂","否","是","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","2019_Renewal_III_国械注进20193402285
2020_Change_III_国械注进20193402285","10380996,10380986","2024-12-05; 2024-12-05","2024-12-05; 2024-12-05","Wang Yi He; Wang Yi He","IMMULITE 2000 PSA","[]","Ma Na PCN_18","2022-02-10 13:55","2024-12-10 15:54","2 ～ 8℃","1","FY24_M122","IMMULITE 2000 PSA","No","MA, NA","国械注进20193402285","CAI","CAI","False"
"7623","国械注进20193402253","10380984;","2014-07-21","2023-08-02","2029-07-17","Reagent","CAI","3","[""Immulite 2000""]","游离前列腺特异性抗原测定试剂盒(化学发光法)","IMMULITE2000 Free PSA","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","试剂盒内含游离前列腺特异性抗原包被珠（L2PF12）、游离前列腺特异性抗原试剂楔（L2PFA2）、游离前列腺特异性抗原校正品（LPFL，LPFH）。（具体内容详见说明书）。","本产品用于体外定量测定人血清中游离的、未结合的前列腺特异性抗原（PSA），即未与α1-抗糜蛋白或其他蛋白结合的前列腺特异性抗原。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA"," ","是","否","07 Ⅲ-7 与肿瘤标志物检测相关的试剂","6840-173 游离前列腺特异抗原(fPSA)检测试剂","否","是","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","2019_Renewal_III_国械注进20193402253","10380984","2024-07-18","2023-08-02","Xiao Lu","L2KPF","[]","Song Yuan Yuan","2022-02-10 13:55","2024-08-23 13:29","2 ～ 8℃","1","FY23_R26","L2KPF","No","ZHOU, HUI","国械注进20193402253","CAI","CAI","False"
"7624","国械注进20192401507","10380976;10380975;","2005-09-03","2023-03-20","2029-01-01","Reagent","CAI","2","[""Immulite 2000""]","前列腺酸性磷酸酶测定试剂盒(化学发光法)","IMMULITE2000 PAP","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","前列腺酸性磷酸酶包被珠（L2PA12），前列腺酸性磷酸酶试剂楔（L2PAA2），前列腺酸性磷酸酶校正品（LPAL，LPAH）。（具体内容详见产品说明书）。","该产品用于体外定量检测血清中的前列腺酸性磷酸酶（PAP）的含量。主要用于对恶性肿瘤患者进行动态监测以辅助判断疾病进程或治疗效果，不能作为恶性肿瘤早期诊断或确诊的依据，不能用于普通人群的肿瘤筛查。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","07 Ⅲ-7 与肿瘤标志物检测相关的试剂","6840-192 前列腺酸性磷酸酶（PACP）检测试剂","否","是","原注册证编号： 国械注进20193401507。","2019_Renewal_III_国械注进20193401507","10380976,10380975","2024-01-02; 2024-01-02","2023-03-20; 2023-03-20",,"L2KPA 前列腺酸性磷酸酶测定试剂盒（化学发光法）","[]",,"2022-02-10 13:55","2024-08-23 13:29","2 ～ 8℃","0",,,"No","ZHOU, HUI","国械注进20192401507","CAI","CAI","False"
"7625","国械注进20192401502","10385588;","2011-06-08","2023-03-20","2029-01-01","Reagent","CAI","2","[""Immulite 1000"",""Immulite 2000""]","前列腺酸性磷酸酶质控品","IMMULITE PAP Control Module","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","质控品1、2和3：三瓶冻干的含不同浓度前列腺酸性磷酸酶（PAP）的非人血清/缓冲液基质，含防腐剂。(具体内容详见产品说明书）","该产品用于对前列腺酸性磷酸酶检测项目的质控。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","07 Ⅲ-7 与肿瘤标志物检测相关的试剂","6840-192 前列腺酸性磷酸酶（PACP）检测试剂","否","是","原注册证编号： 国械注进20193401502。","2019_Renewal_III_国械注进20193401502","10385588","2024-01-02","2023-03-20",,"PACM","[]",,"2022-02-10 13:55","2024-08-23 13:29","2 ～ 8℃","0",,,"No","ZHOU, HUI","国械注进20192401502","CAI","CAI","False"
"7626","国械注进20192402314","10444914;10444913;","2006-12-08","2023-11-20","2029-08-07","Reagent","CAI","2","[""Dimension""]","人绒毛膜促性腺激素测定试剂盒(非均相免疫法)","Dimension® Human Chorionic Gonadotropin Flex® Reagent Cartridge ","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive, Mailstop 514, P.O. Box 6101, Newark, DE 19714-6101, USA","Newark","耗材","体外诊断试剂","试剂船位1,2(液体):人绒毛膜促性腺激素抗体-β-半乳糖苷酶;试剂船位3 (片剂):包被抗体的二氧化铬; 试剂船位4、5、6(片剂):氯酚红-β-半乳糖苷酯(CPRG);试剂船位7(液体):底物稀释液，缓冲液 ;试剂船位8(液体):铬稀释缓冲液。（具体内容详见说明书）。","该产品用于体外定量测定人类血清和血浆中未受损的人绒毛膜促性腺激素。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-003用于激素检测的试剂","是","否","12 Ⅱ-3 用于激素检测的试剂","6840-313 人绒毛膜促性腺激素检测试剂","否","是","延续注册产品说明书未发生变化，延用原核发的产品说明书。","2019_Renewal_II_国械注进20192402314","10444914,10444913","2024-08-08; 2024-08-08","2023-11-20; 2023-11-20","Liu Liming; Liu Liming","RF430RF530 人绒毛膜促性腺激素测定试剂盒（非均相免疫法）","[]","Liu Li Ming","2022-02-10 13:55","2024-08-23 13:29","2 ～ 8℃","1","FY23_R29","RF430RF530 人绒毛膜促性腺激素测定试剂盒（非均相免疫法）","No","ZHOU, HUI","国械注进20192402314","CAI","CAI","False"
"7627","国械注进20192401986","10642445;","2014-09-22","2023-07-05","2029-04-17","Reagent","CAI","2","[""Dimension""]","碱性磷酸酶测定试剂盒(NPP-AMP缓冲液法)","Alkaline Phosphatase Flex Reagent Cartridge(ALPI)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive, Mailstop 514, P.O. Box 6101 Newark, DE 19714-6101, USA","Newark","耗材","体外诊断试剂","试剂1: 2-氨基-2-甲基-1-丙醇(AMP)、乙酸镁 、硫酸锌、羟乙基乙二胺三乙酸(HEDTA); 试剂2: 对硝基苯磷酸盐缓冲液(p-NPP) 。（具体内容详见产品说明书）。","该产品用于体外定量测定人类血清或血浆中碱性磷酸酶的活性。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-004用于酶类检测的试剂","是","否","13 Ⅱ-4 用于酶类检测的试剂","6840-346 碱性磷酸酶检测试剂","否","是","延续注册产品技术要求/说明书未发生变化， 沿用原核发的产品技术要求/说明书","2019_Renewal_II_国械注进20192401986","10642445","2024-04-18","2023-07-05","Chen Qianqian","DF150 碱性磷酸酶测定试剂盒（NPP-AMP缓冲液法）","[]","Liu Li Ming","2022-02-10 13:55","2024-08-23 13:29","2 ～ 8℃","1","FY23_R30","DF150 碱性磷酸酶测定试剂盒（NPP-AMP缓冲液法）","No","ZHOU, HUI","国械注进20192401986","CAI","CAI","False"
"7628","国械注进20192401985","10464510;","2011-12-19","2023-06-27","2029-04-17","Reagent","CAI","2","[""Dimension""]","肌酸激酶同工酶活性测定试剂盒(酶法)","Creatine Kinase MB Flex® Reagent Cartridge(MBI)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive, Mailstop 514, P.O. Box 6101 Newark, DE 19714, USA","Newark","耗材","体外诊断试剂","试剂1：尼克酰胺腺嘌呤二核苷酸磷酸（NADP），二磷酸腺苷（ADP ），磷酸腺苷（AMP ），二腺苷五磷酸（AP5A），N-乙酰-半胱氨酸，己糖激酶，葡萄糖-6-磷酸脱氢酶（G-6-PDH ），乙二胺四乙酸（EDTA ），醋酸镁，咪唑缓冲液； 试剂2：葡萄糖，磷酸肌酸，抗肌酸激酶-M亚基抗体，醋酸镁，3-（环己胺）-2-羟基-1-丙磺酸（CAPSO）缓冲液，乙二胺四乙酸（EDTA ）。（具体内容详见说明书）。","本产品用于体外定量检测人血清和血浆中肌酸激酶MB同工酶的活性。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA","6840-24-004用于酶类检测的试剂","是","否","13 Ⅱ-4 用于酶类检测的试剂","6840-352 肌酸激酶同工酶（CKMB）检测试剂","否","是","延续注册产品技术要求和产品说明书未发生变化， 沿用原核发的产品技术要求和产品说明书。","2019_Renewal_II_国械注进20192401985","10464510","2024-04-18","2023-06-27","Chen Qianqian","DF32 肌酸激酶同工酶活性测定试剂盒（酶法）","[]","Liu Li Ming","2022-02-10 13:55","2024-08-23 13:29","2 ～ 8℃","1","FY23_R31","DF32 肌酸激酶同工酶活性测定试剂盒（酶法）","No","ZHOU, HUI","国械注进20192401985","CAI","CAI","False"
"7629","国械注进20192401984","10444971;","2009-07-03","2023-09-27","2029-04-17","Reagent","CAI","2","[""Dimension""]","葡萄糖测定试剂盒(酶法)","Glucose Flex Reagent Cartridge(GLUC)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive, Mailstop 514, P.O. Box 6101 Newark, DE 19714-6101, USA","Newark","耗材","体外诊断试剂","己糖激酶（HK） ，葡萄糖-6-磷酸盐，烟酰胺腺嘌呤二核苷酸（NAD），5’-三磷酸腺苷（ATP），镁离子（MG++），稳定剂，缓冲液。（具体内容详见产品说明书）。","该产品用于体外定量测定人血清、血浆、尿液和脑脊液中的葡萄糖。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-002用于糖类检测的试剂","是","否","11 Ⅱ-2 用于糖类检测的试剂","6840-306 葡萄糖检测试剂","否","是","延续注册产品说明书/技术要求未发生变化， 沿用原核发的产品说明书/技术要求。","2019_Renewal_II_国械注进20192401984","10444971","2024-04-18","2023-09-27","Chen Qianqian","DF40 葡萄糖测定试剂盒（酶法）","[]","Liu Li Ming","2022-02-10 13:55","2024-08-23 13:29","2 ~ 8°C条件下保存，有效期12个月","1","FY22328","DF40 葡萄糖测定试剂盒（酶法）","No","ZHOU, HUI","国械注进20192401984","CAI","CAI","False"
"7630","国械注进20192401983","10445019;","2006-11-18","2023-06-30","2029-04-17","Reagent","CAI","2","[""Dimension""]","人绒毛膜促性腺激素定标液","Human Chorionic Gonadotropin Calibrator(HCG CAL)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive, Mailstop 514, P.O. Box 6101 Newark, DE 19714-6101, USA","Newark","耗材","体外诊断试剂","人绒毛膜促性腺激素定标液是一种冻干的马血清基质的产品。定标液水平1不含有可检测到的人绒毛膜促性腺激素。水平2-5含人体尿液绒毛膜促性腺激素。（ 具体内容详见产品说明书）","该定标液用于人绒毛膜促性腺激素检测时定标。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-003用于激素检测的试剂","是","否","12 Ⅱ-3 用于激素检测的试剂","6840-313 人绒毛膜促性腺激素检测试剂","否","是","延续注册产品技术要求和说明书未发生变化， 沿用原核发的产品技术要求和说明书。","2019_Renewal_II_国械注进20192401983","10445019","2024-04-18","2023-06-30","Liu Liming","RC430 人绒毛膜促性腺激素定标液","[]",,"2022-02-10 13:55","2024-08-23 13:29","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械注进20192401983","CAI","CAI","False"
"7631","国械注进20192401965","10445017;","2006-11-18","2023-07-05","2029-04-07","Reagent","CAI","2","[""Dimension""]","铁蛋白定标液","Ferritin Calibrator(FERR CAL)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive, Mailstop 514, P.O. Box 6101 Newark, DE 19714, USA","Newark","耗材","体外诊断试剂","铁蛋白定标液是一种以液体牛血清白蛋白为基质的产品。定标液水平1不含可检测到的铁蛋白。水平2-5含人肝脏铁蛋白。（具体内容详见产品说明书）","该产品用于铁蛋白(FERR)检测方法的定标。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-001用于蛋白质检测的试剂","是","否","10 Ⅱ-1 用于蛋白质检测的试剂","6840-285 铁蛋白检测试剂","否","是","延续注册产品技术要求和说明书未发生变化， 沿用原核发的产品技术要求和说明书。","2019_Renewal_II_国械注进20192401965","10445017","2024-04-08","2023-07-05","Liu Liming","RC440 铁蛋白定标液","[]","Liu Li Ming","2022-02-10 13:55","2024-08-23 13:29","2 ～ 8℃","1","FY23_R34","RC440 铁蛋白定标液","No","ZHOU, HUI","国械注进20192401965","CAI","CAI","False"
"7632","国械注进20192401963","10445025;","2006-11-18","2023-06-27","2029-04-07","Reagent","CAI","2","[""Dimension""]","前白蛋白定标液","Prealbumin Calibrator(PALB CAL)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive, Mailstop 514, P.O. Box 6101 Newark, DE 19714-6101, USA","Newark","耗材","体外诊断试剂","前白蛋白定标是以液体牛血清白蛋白为主要基质的产品。(具体内容详见产品说明书）","该定标液用于前白蛋白测定试剂盒(免疫比浊法)(PALB)检测方法的定标。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-001用于蛋白质检测的试剂","是","否","10 Ⅱ-1 用于蛋白质检测的试剂","6840-255前白蛋白检测试剂","否","是","延续注册产品技术要求和说明书未发生变化， 沿用原核发的产品技术要求和说明书。","2019_Renewal_II_国械注进20192401963","10445025","2024-04-08","2023-06-27","Chen Qianqian","DC50 前白蛋白定标液","[]",,"2022-02-10 13:55","2024-08-23 13:29","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械注进20192401963","CAI","CAI","False"
"7633","国械注进20192401961","10445028;","2007-01-23","2023-06-27","2029-04-07","Reagent","CAI","2","[""Dimension""]","多项蛋白定标液","Special Protein Calibrator(SP-C)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive, Mailstop 514, P.O. Box 6101 Newark, DE 19714-6101, USA","Newark","耗材","体外诊断试剂","多项蛋白定标液是一种以人液体血清为基质的产品。该定标液含有在其检测范围内的免疫球蛋白A、免疫球蛋白G、免疫球蛋白M、补体 C3、补体 C4 和转铁蛋白。（具体内容详见产品说明书）","该产品用于免疫球蛋白A、免疫球蛋白G、免疫球蛋白M、补体C3、补体C4和转铁蛋白检测方法的定标。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-012用于其他生理、生化或者免疫功能指标检测的试剂","是","否","20 Ⅱ-11 用于其他生理、生化或免疫功能指标检测的试剂","6840-664 补体C3检测试剂","否","是","延续注册产品技术要求和说明书未发生变化， 沿用原核发的产品技术要求和说明书。","2019_Renewal_II_国械注进20192401961","10445028","2024-04-08","2023-06-27","Chen Qianqian","DC51 多项蛋白定标液","[]",,"2022-02-10 13:55","2024-08-23 13:29","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械注进20192401961","CAI","CAI","False"
"7634","国械注进20192401907","10995562;10995561;10491445;10490889;","2011-12-07","2025-03-17","2029-03-26","Reagent","CAI","2","[""Centaur"",""Atellica IM"",""Atellica CI""]","雌二醇测定试剂盒(直接化学发光法)","Enhanced Estradiol(eE2)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","该试剂盒由含雌二醇标记试剂、固相试剂和辅助孔试剂的主试剂包，含雌二醇辅助试剂的辅助包，以及雌二醇主曲线卡组成。（具体内容详见说明书）。","该产品用于体外定量测定人血清中的雌二醇","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA","6840-24-003用于激素检测的试剂","是","否","12 Ⅱ-3 用于激素检测的试剂","6840-324 雌二醇检测试剂","否","是","延续注册产品技术要求和说明书均无变化， 沿用原核发 的产品技术要求和说明书。","2019_Renewal_II_国械注进20192401907","10995562,10995561,10491445,10490889","2025-03-17; 2025-03-17; 2025-03-17; 2025-03-17","2025-03-17; 2025-03-17; 2025-03-17; 2025-03-17","Liu Mo; Liu Mo; Liu Mo; Liu Mo","eE2","[]","Yang Xiao Xue","2022-02-10 13:55","2025-03-21 10:33","2 ～ 8℃","1","FY24_M165","eE2","No","Yang, Xiao Xue","国械注进20192401907","CAI","CAI","False"
"7635","国械注进20192401863","10381421;11562390","2006-01-17","2024-04-08","2029-03-14","Reagent","CAI","2","[""Immulite 1000"",""Immulite 2000""]","白介素-1β测定试剂盒(化学发光法)"," IMMULITE 2000 IL-1β (IMMULITE/IMMULITE1000 IL-1β)","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","白介素-1β包被珠，白介素-1β试剂楔，白介素-1β校正品。（具体内容详见说明书）","用于体外定量检测血清或肝素化血浆中白介素-1β（IL-1β）的含量。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA","6840-24-012用于其他生理、生化或者免疫功能指标检测的试剂","是","否","20 Ⅱ-11 用于其他生理、生化或免疫功能指标检测的试剂","6840-661 白介素检测试剂","否","是","延续注册产品技术要求及说明书未发生变化，沿用原核发的产品技术要求及说明书。","2019_Renewal_II_国械注进20192401863","10381421,11562390","2024-04-08; 2024-04-08","2024-04-08; 2024-04-08","Gao Fen","L2KL1白介素-1β","[]","Song Yuan Yuan","2022-02-10 13:55","2024-08-23 13:29","2 ～ 8℃","1","FY23217","Immulite 2000 IL-1B","No","ZHOU, HUI","国械注进20192401863","CAI","CAI","False"
"7636","国械注进20192401862","10995496;10995495;10379811;10379810;","2012-02-27","2025-05-20","2029-03-14","Reagent","CAI","2","[""Centaur"",""Atellica IM"",""Atellica CI""]","雌二醇校准品","Calibrator 30 (CAL 30)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","试剂组成：试剂由低值校准品，高值校准品，校准品定值卡和条形码标签组成。 组成试剂成分：为冻干状态。复溶后，低水平或高水平的符合美国药典标准的雌二醇、睾酮、皮质醇和孕酮置于含叠氮钠（0.1%）和防腐剂的碳吸附脱纤维人血浆中。(具体内容详见说明书)","该产品用于雌二醇项目测试的校准。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA","6840-24-003用于激素检测的试剂","是","否","12 Ⅱ-3 用于激素检测的试剂","6840-324 雌二醇检测试剂","否","是","本文件与“国械注进20192401862”注册证共同使用。","2019_Renewal_II_国械注进20192401862","10995496,10995495,10379811,10379810","2025-05-20; 2025-05-20; 2025-05-20; 2025-05-20","2025-05-20; 2025-05-20; 2025-05-20; 2025-05-20","Liu Mo; Liu Mo; Liu Mo; Liu Mo","Calibrator 30","[]","Yang Xiao Xue","2022-02-10 13:55","2025-05-28 09:07","2 ～ 8℃","1","FY23_M201","Calibrator 30","No","Yang, Xiao Xue","国械注进20192401862","CAI","CAI","False"
"7637","国械注进20192401861","10381450;10381440;","2011-08-03","2023-08-02","2029-03-14","Reagent","CAI","2","[""Immulite 2000""]","C肽测定试剂盒(化学发光法)","IMMULITE 2000 C-Peptide","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","C肽包被珠（L2PEP12）， C肽试剂楔（L2PEPA2），C肽校正品（LPEPL，LPEPH）。","用于体外定量检测血清、肝素化血浆中C肽含量。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA","6840-24-003用于激素检测的试剂","是","否","12 Ⅱ-3 用于激素检测的试剂","6840-328 C肽检测试剂","否","是","延续注册产品说明书未发生变化，沿用原核发的产品说明书。","2019_Renewal_II_国械注进20192401861","10381450,10381440","2024-03-15; 2024-03-15","2023-08-02; 2023-08-02","Nan Gang; Nan Gang","L2KPEP2,6 C肽测定试剂盒（化学发光法）","[]","Song Yuan Yuan","2022-02-10 13:55","2024-08-23 13:29","2 ～ 8℃","1","FY23_R40","L2KPEP2,6 C肽测定试剂盒（化学发光法）","Yes","ZHOU, HUI","国械注进20192401861","CAI","CAI","False"
"7638","国械注进20192401738","10311124;","2011-03-15","2023-04-13","2029-02-28","Reagent","POC","2","[""POC:Urine""]","尿液分析阳性质控品","Clinitek Atlas Positive Control Strips","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","每条尿液分析阳性质控品是一个硬的塑料试纸条，上面有7个独立分开的待测物。主要成份为：葡萄糖，结晶胆红素，甲基乙酰乙酸钠，牛血红蛋白，牛血清白蛋白，5-(4-丁硫基)-2-甲基吲哚钠盐，亚硝酸钠，蛋白酶（真菌）。（具体内容详见产品说明书）","本产品用于对颜色，浊度，葡萄糖，胆红素，酮体（乙酰乙酸），比重，潜血，pH值, 蛋白，尿胆原，亚硝酸盐和白细胞项目检测的质量控制。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA","6840-24-012用于其他生理、生化或者免疫功能指标检测的试剂","是","否","20 Ⅱ-11 用于其他生理、生化或免疫功能指标检测的试剂","6840-648 多项尿液分析试纸","否","是","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","
2019_Renewal_II_国械注进20192401738","10311124","2024-03-01","2023-04-13","Liu Chang","5019-Atlas Positive Control阳性质控品","[]","Liu Chang","2022-02-10 13:55","2024-08-23 13:29","15 ～ 30℃","1",,,"No","ZHOU, HUI","国械注进20192401738","POC","POC","False"
"7639","国械注进20192401712","10381452;","2006-01-17","2023-08-01","2029-02-24","Reagent","CAI","2","[""Immulite 2000""]","白介素-6测定试剂盒(化学发光法)","IMMULITE  2000 IL-6","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","白介素-6包被珠（L26P12)， 白介素-6试剂楔（L26PA2)，白介素-6校正品（L6PL, L6PH）。（具体内容详见产品说明书）","该产品用于体外定量检测血清、乙二胺四乙酸（EDTA）或肝素化血浆中白介素-6（IL-6）的含量。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-012用于其他生理、生化或者免疫功能指标检测的试剂","是","否","20 Ⅱ-11 用于其他生理、生化或免疫功能指标检测的试剂","6840-661 白介素检测试剂","否","是","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","2019_Renewal_II_国械注进20192401712","10381452","2024-02-25","2023-08-01","Yang Xiao Xue","L2K6P 白介素-6测定试剂盒（化学发光法）","[]","Yang Xiao Xue","2022-02-10 13:55","2024-08-23 13:29","2 ～ 8℃","1","FY23_R42","L2K6P 白介素-6测定试剂盒（化学发光法）","No","ZHOU, HUI","国械注进20192401712","CAI","CAI","False"
"7640","国械注进20192401709","11097603;10341130;10309493;","2004-03-06","2023-03-27","2029-02-24","Reagent","CAI","2","[""ADVIA Chem"",""Atellica CH""]","淀粉酶测定试剂盒(速率法)","Amylase Reagents","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","试剂1：α-葡萄糖苷酶，叠氮钠； 试剂2： 亚乙基-对硝基苯-α-D-麦芽七糖苷，叠氮钠。（具体内容详见产品说明书）。","本产品用于体外定量测定人类血清、血浆中的淀粉酶。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA","6840-24-004用于酶类检测的试剂","是","否","13 Ⅱ-4 用于酶类检测的试剂","6840-353 α-淀粉酶检测试剂","否","是","延续注册产品说明书/技术要求未发生变化，沿用原核发的产品说明书/技术要求。","2019_Renewal_II_国械注进20192401709","11097603,10341130,10309493","2024-02-25; 2024-02-25; 2024-02-25","2023-03-27; 2023-03-27; 2023-03-27","Liu Chang; Liu Chang; Liu Chang","AMYLASE","[]","Liu Chang","2022-02-10 13:55","2024-08-23 13:29","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械注进20192401709","CAI","CAI","False"
